id,name,type,calories,protein,fat,carbs,fiber,ingredients,tags,combined_text
1211,Teh melati daun kering,Sarapan,299.0,24.1,3.5,59.0,3.0,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
1212,Tekokak,Sarapan,34.0,2.0,0.1,7.9,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1213,Tekokak kering,Sarapan,294.0,8.3,1.7,72.6,3.6,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1214,Tekwan,Sarapan,53.0,1.9,0.9,9.4,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1215,Telur Ayam,Sarapan,162.0,12.8,11.5,0.7,0.3,"['telur', 'bumbu', 'ayam']","['daging', 'rendah karbo', 'rendah kalori']",telur bumbu ayam daging rendah karbo rendah kalori
1216,Telur Ayam bagian kuning,Sarapan,361.0,19.3,31.9,0.7,0.3,"['telur', 'bumbu', 'ayam']","['daging', 'protein tinggi', 'tinggi lemak', 'rendah karbo']",telur bumbu ayam daging protein tinggi tinggi lemak rendah karbo
1217,Telur Ayam bagian putih,Sarapan,50.0,10.8,0.0,0.8,0.3,"['telur', 'bumbu', 'ayam']","['daging', 'rendah lemak', 'rendah karbo', 'rendah kalori']",telur bumbu ayam daging rendah lemak rendah karbo rendah kalori
1218,Telur Ayam ceplok,Sarapan,383.0,15.1,32.9,8.3,0.5,"['telur', 'bumbu', 'ayam']","['daging', 'protein tinggi', 'tinggi lemak', 'rendah karbo']",telur bumbu ayam daging protein tinggi tinggi lemak rendah karbo
1219,Telur Ayam dadar,Sarapan,251.0,16.3,19.4,1.4,0.5,"['telur', 'bumbu', 'ayam']","['daging', 'protein tinggi', 'tinggi lemak', 'rendah karbo']",telur bumbu ayam daging protein tinggi tinggi lemak rendah karbo
1220,Telur ayam kampung ,Sarapan,179.0,13.6,13.3,4.4,0.5,"['telur', 'bumbu', 'ayam']","['daging', 'rendah karbo', 'rendah kalori']",telur bumbu ayam daging rendah karbo rendah kalori
1221,Telur bebek bagian kuning segar,Sarapan,386.0,17.0,35.0,0.8,0.3,"['telur', 'bumbu', 'bebek']","['protein tinggi', 'tinggi lemak', 'rendah karbo']",telur bumbu bebek protein tinggi tinggi lemak rendah karbo
1222,Telur Bebek bagian putih,Sarapan,54.0,11.0,0.0,0.8,0.3,"['telur', 'bumbu', 'bebek']","['rendah lemak', 'rendah karbo', 'rendah kalori']",telur bumbu bebek rendah lemak rendah karbo rendah kalori
1223,Telur bebek bagian putih segar,Sarapan,54.0,11.0,0.0,0.8,0.3,"['telur', 'bumbu', 'bebek']","['rendah lemak', 'rendah karbo', 'rendah kalori']",telur bumbu bebek rendah lemak rendah karbo rendah kalori
1224,Telur Bebek ceplok,Sarapan,320.0,15.1,30.5,0.9,0.4,"['telur', 'bumbu', 'bebek']","['protein tinggi', 'tinggi lemak', 'rendah karbo']",telur bumbu bebek protein tinggi tinggi lemak rendah karbo
1225,Telur Bebek dadar,Sarapan,301.0,20.0,23.7,0.0,0.0,"['telur', 'bumbu', 'bebek']","['protein tinggi', 'tinggi lemak', 'rendah karbo']",telur bumbu bebek protein tinggi tinggi lemak rendah karbo
1226,Telur bebek tambak segar,Sarapan,187.0,10.9,12.4,7.9,0.5,"['telur', 'bumbu', 'bebek']","['rendah karbo', 'rendah kalori']",telur bumbu bebek rendah karbo rendah kalori
1227,Telur Bebek telur asin,Sarapan,195.0,13.6,13.6,1.4,0.5,"['telur', 'bumbu', 'bebek']","['asin', 'rendah karbo', 'rendah kalori']",telur bumbu bebek asin rendah karbo rendah kalori
1228,Telur burung puyuh segar,Sarapan,116.0,10.7,7.0,1.6,0.5,"['telur', 'bumbu', 'burung']","['rendah karbo', 'rendah kalori']",telur bumbu burung rendah karbo rendah kalori
1229,Telur Penyu,Sarapan,144.0,12.0,10.2,0.0,0.0,"['telur', 'bumbu']","['rendah karbo', 'rendah kalori']",telur bumbu rendah karbo rendah kalori
1230,Telur Terubuk,Sarapan,425.0,31.0,28.0,10.0,0.5,"['telur', 'bumbu']","['protein tinggi', 'tinggi lemak', 'tinggi kalori']",telur bumbu protein tinggi tinggi lemak tinggi kalori
1231,Tempe bongkrek,Sarapan,119.0,4.4,3.5,18.3,0.9,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah kalori
1232,Tempe Gembus,Sarapan,73.0,5.7,1.3,4.2,0.5,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah karbo rendah kalori
1233,Tempe gembus yogya,Sarapan,76.0,6.8,0.7,10.6,0.5,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah kalori
1234,Tempe Goreng ,Makan Siang,328.0,18.4,23.2,12.8,0.6,"['bahan utama', 'bumbu']","['goreng', 'nabati', 'protein tinggi', 'tinggi lemak']",bahan utama bumbu goreng nabati protein tinggi tinggi lemak
1235,Tempe kacang babi,Sarapan,139.0,12.5,0.8,21.9,2.2,"['babi', 'bumbu']","['nabati', 'rendah lemak', 'rendah kalori']",babi bumbu nabati rendah lemak rendah kalori
1236,Tempe kacang belimbing,Sarapan,212.0,17.5,10.0,12.9,1.3,"['bahan utama', 'bumbu']","['nabati', 'protein tinggi']",bahan utama bumbu nabati protein tinggi
1237,Tempe kedelai + jagung,Sarapan,143.0,12.0,5.5,11.4,0.6,['jagung'],"['nabati', 'rendah kalori']",jagung nabati rendah kalori
1238,Tempe kedelai murni goreng,Makan Siang,350.0,24.5,26.6,10.4,0.5,"['bahan utama', 'bumbu']","['goreng', 'nabati', 'protein tinggi', 'tinggi lemak']",bahan utama bumbu goreng nabati protein tinggi tinggi lemak
1239,Tempe kedelai murni mentah,Sarapan,201.0,20.8,8.8,13.5,0.7,"['bahan utama', 'bumbu']","['nabati', 'protein tinggi']",bahan utama bumbu nabati protein tinggi
1240,Tempe koro benguk,Sarapan,141.0,10.2,1.3,23.2,1.2,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah kalori
1241,Tempe lamtoro var. gung dengan kulit,Sarapan,146.0,11.7,2.3,19.6,1.0,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah kalori
1242,Tempe lamtoro var. gung tanpa kulit,Sarapan,131.0,18.0,0.8,13.0,0.7,"['bahan utama', 'bumbu']","['nabati', 'protein tinggi', 'rendah lemak', 'rendah kalori']",bahan utama bumbu nabati protein tinggi rendah lemak rendah kalori
1243,Tempe pasar segar,Sarapan,150.0,14.0,7.7,9.1,0.5,"['bahan utama', 'bumbu']","['nabati', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah karbo rendah kalori
1244,Tempe pasar goreng,Makan Siang,336.0,20.0,28.0,7.8,0.5,"['bahan utama', 'bumbu']","['goreng', 'nabati', 'protein tinggi', 'tinggi lemak', 'rendah karbo']",bahan utama bumbu goreng nabati protein tinggi tinggi lemak rendah karbo
1245,Tempe Sayur ,Sarapan,240.0,6.0,2.7,49.3,4.9,['sayuran'],"['nabati', 'sayuran', 'rendah lemak', 'tinggi karbo']",sayuran nabati sayuran rendah lemak tinggi karbo
1246,Tempoya,Sarapan,110.0,1.7,1.3,21.9,1.1,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1247,Tempuyak,Sarapan,126.0,1.1,2.2,25.7,1.3,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1248,Tepung Arrowroot,Makan Siang,355.0,0.7,0.2,85.2,4.3,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1249,Tepung Beras,Makan Siang,364.0,7.0,0.5,80.0,4.0,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1250,Tepung beras mentah,Makan Siang,353.0,7.0,0.5,80.0,4.0,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1251,Tepung Ganyong,Makan Siang,353.0,0.8,1.7,83.6,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1252,Tepung Gaplek,Makan Siang,363.0,1.1,0.5,88.2,4.4,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1253,Tepung Garut (arrowroot),Makan Siang,355.0,0.7,0.2,85.2,4.3,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1254,Tepung Hunkwee,Makan Siang,364.0,4.5,1.0,83.5,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1255,Tepung Ikan,Makan Siang,316.0,60.1,6.5,22.4,1.1,"['ikan', 'bumbu']","['seafood', 'protein tinggi']",ikan bumbu seafood protein tinggi
1256,Tepung Jagung Kuning,Makan Siang,355.0,9.2,3.9,73.7,3.7,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
1257,Tepung jagung putih,Makan Siang,355.0,9.2,3.9,73.7,3.7,['jagung'],"['rendah lemak', 'tinggi karbo']",jagung rendah lemak tinggi karbo
1258,Tepung Jalejo,Makan Siang,388.0,19.0,7.5,61.2,3.1,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi karbo']",bahan utama bumbu protein tinggi tinggi karbo
1259,Tepung Kacang Kedelai,Makan Siang,347.0,35.9,20.6,29.9,3.0,"['bahan utama', 'bumbu']","['nabati', 'protein tinggi', 'tinggi lemak']",bahan utama bumbu nabati protein tinggi tinggi lemak
1260,Tepung Kentang,Makan Siang,347.0,0.3,0.1,85.6,4.3,['kentang'],"['rendah lemak', 'tinggi karbo']",kentang rendah lemak tinggi karbo
1261,Tepung Mocaf,Makan Siang,350.0,1.2,0.6,85.0,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1262,Tepung Pisang,Makan Siang,338.0,2.9,0.4,80.6,8.1,['pisang'],"['rendah lemak', 'tinggi karbo']",pisang rendah lemak tinggi karbo
1263,Tepung Sagu,Makan Siang,353.0,0.7,0.2,84.7,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1264,Tepung Sente,Makan Siang,326.0,4.0,0.4,76.7,3.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1265,Tepung singkong/ Tapioka,Makan Siang,363.0,1.1,0.5,88.2,4.4,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1266,Tepung Sukun,Makan Siang,353.0,2.9,0.5,84.4,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1267,Tepung Susu,Sarapan,509.0,24.6,30.0,36.2,1.8,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu protein tinggi tinggi lemak tinggi karbo tinggi kalori
1268,Tepung Susu Asam untuk bayi,Sarapan,418.0,19.0,9.0,65.5,3.3,"['bahan utama', 'bumbu']","['asam', 'protein tinggi', 'tinggi karbo', 'tinggi kalori']",bahan utama bumbu asam protein tinggi tinggi karbo tinggi kalori
1269,Tepung Susu Skim,Sarapan,362.0,35.6,1.0,52.0,2.6,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'tinggi karbo']",bahan utama bumbu protein tinggi rendah lemak tinggi karbo
1270,Tepung Tales Beneng,Makan Siang,332.0,5.7,0.6,76.1,3.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1271,Tepung Terigu,Makan Siang,365.0,8.9,1.3,77.3,3.9,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1272,Tepung Ubi Ungu,Makan Siang,354.0,2.8,0.6,84.4,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1273,Terasi,Sarapan,155.0,22.3,2.9,9.9,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak rendah karbo rendah kalori
1274,Terasi dobo,Sarapan,191.0,33.1,3.6,6.6,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak rendah karbo rendah kalori
1275,Terasi Merah,Sarapan,174.0,30.0,3.5,3.5,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak rendah karbo rendah kalori
1276,Terasi merah,Sarapan,174.0,30.0,3.5,5.6,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu protein tinggi rendah lemak rendah karbo rendah kalori
1277,Teri balado masakan,Makan Siang,365.0,23.7,22.3,17.5,0.9,"['bahan utama', 'bumbu']","['pedas', 'protein tinggi', 'tinggi lemak']",bahan utama bumbu pedas protein tinggi tinggi lemak
1278,Teripang dendeng mentah,Makan Siang,462.0,39.1,32.4,3.5,0.5,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu protein tinggi tinggi lemak rendah karbo tinggi kalori
1279,Terong,Sarapan,24.0,1.1,0.2,5.5,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1280,Terong + Oncom makanan,Sarapan,285.0,4.3,25.7,9.5,0.5,"['bahan utama', 'bumbu']","['tinggi lemak', 'rendah karbo']",bahan utama bumbu tinggi lemak rendah karbo
1281,Terong Asam,Sarapan,39.0,2.3,1.9,2.0,0.5,"['bahan utama', 'bumbu']","['asam', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu asam rendah lemak rendah karbo rendah kalori
1282,Terong Belanda,Sarapan,48.0,1.5,0.3,11.3,0.6,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1283,Terong hintalo segar,Sarapan,45.0,1.9,0.8,7.5,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1284,Terong kukus,Sarapan,23.0,1.8,0.1,4.9,0.5,"['bahan utama', 'bumbu']","['kukus', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu kukus rendah lemak rendah karbo rendah kalori
1285,Terong segar,Sarapan,28.0,1.1,0.2,5.5,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1286,Terung belanda segar,Sarapan,52.0,2.1,1.1,8.6,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1287,Terung bengkulu segar,Sarapan,52.0,1.1,0.4,11.2,0.6,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1288,Terung panjang,Sarapan,25.0,2.1,0.1,5.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1289,Terung panjang kukus,Sarapan,23.0,1.8,0.1,4.9,0.5,"['bahan utama', 'bumbu']","['kukus', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu kukus rendah lemak rendah karbo rendah kalori
1290,Tespong daun,Sarapan,59.0,2.9,0.3,13.9,0.7,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1291,Tim (nasi tim),Sarapan,120.0,2.4,0.4,26.0,1.3,['beras'],"['rendah lemak', 'rendah kalori']",beras rendah lemak rendah kalori
1292,Tinira ninahu nggaluku,Sarapan,33.0,1.2,1.3,4.1,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1293,Tinoransak masakan,Makan Siang,516.0,17.7,49.5,0.0,0.0,"['bahan utama', 'bumbu']","['protein tinggi', 'tinggi lemak', 'rendah karbo', 'tinggi kalori']",bahan utama bumbu protein tinggi tinggi lemak rendah karbo tinggi kalori
1294,Tipa-tipa,Makan Siang,355.0,6.2,1.2,79.8,4.0,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1295,Tiwul  ,Makan Siang,353.0,2.4,1.1,83.4,4.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo']",bahan utama bumbu rendah lemak tinggi karbo
1296,Tiwul Instan,Makan Siang,395.0,3.2,8.5,76.5,3.8,"['bahan utama', 'bumbu']",['tinggi karbo'],bahan utama bumbu tinggi karbo
1297,Toge -Tahu makanan,Makan Siang,392.0,5.4,28.5,28.4,1.4,"['bahan utama', 'bumbu']","['nabati', 'tinggi lemak']",bahan utama bumbu nabati tinggi lemak
1298,Toge Goreng ,Sarapan,93.6,4.4,1.8,15.1,0.8,"['bahan utama', 'bumbu']","['goreng', 'rendah lemak', 'rendah kalori']",bahan utama bumbu goreng rendah lemak rendah kalori
1299,Toge kacang ijo,Sarapan,23.0,2.9,0.2,4.1,0.5,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah karbo rendah kalori
1300,Toge kacang tunggak,Sarapan,35.0,5.0,0.2,5.8,0.6,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah karbo rendah kalori
1301,Toge kedelai,Sarapan,67.0,9.0,2.6,6.4,0.5,"['bahan utama', 'bumbu']","['nabati', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu nabati rendah lemak rendah karbo rendah kalori
1302,Toge seduh,Sarapan,28.0,3.0,0.8,4.0,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1303,Tomat air (juice) segar,Sarapan,20.0,1.0,0.2,3.5,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1304,Tomat Masak,Sarapan,20.0,1.0,0.3,4.2,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1305,Tomat merah segar,Sarapan,24.0,1.3,0.5,4.7,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1306,Tomat muda segar,Sarapan,24.0,2.0,0.7,3.3,0.5,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu rendah lemak rendah karbo rendah kalori
1307,Tumis bandeng,Sarapan,189.0,11.3,15.7,0.6,0.2,"['bahan utama', 'bumbu']","['tumis', 'tinggi lemak', 'rendah karbo', 'rendah kalori']",bahan utama bumbu tumis tinggi lemak rendah karbo rendah kalori
1308,Tumis bayam bersantan,Sarapan,48.0,1.4,4.2,2.6,0.5,"['bayam', 'bumbu', 'ayam']","['tumis', 'daging', 'sayuran', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bayam bumbu ayam tumis daging sayuran rendah lemak rendah karbo rendah kalori
1309,Ubi Cilembu,Sarapan,186.0,1.9,0.2,44.3,2.2,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
1310,Ubi Jalar Goreng ,Sarapan,160.0,3.7,1.3,55.3,2.8,"['bahan utama', 'bumbu']","['goreng', 'rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu goreng rendah lemak tinggi karbo rendah kalori
1311,Ubi jalar kuning kukus,Sarapan,100.0,0.7,0.3,23.8,1.2,"['bahan utama', 'bumbu']","['kukus', 'rendah lemak', 'rendah kalori']",bahan utama bumbu kukus rendah lemak rendah kalori
1312,Ubi jalar kuning segar,Sarapan,119.0,0.5,0.4,25.1,1.3,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1313,Ubi jalar manis segar,Sarapan,83.0,1.5,0.2,18.8,0.9,"['bahan utama', 'bumbu']","['manis', 'rendah lemak', 'rendah kalori']",bahan utama bumbu manis rendah lemak rendah kalori
1314,Ubi Jalar Merah,Sarapan,123.0,1.8,0.7,27.9,1.4,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1315,Ubi jalar merah segar,Sarapan,151.0,1.6,0.3,35.4,1.8,"['bahan utama', 'bumbu']","['rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu rendah lemak tinggi karbo rendah kalori
1316,Ubi Jalar Putih,Sarapan,123.0,1.8,0.7,27.9,1.4,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1317,Ubi Jalar Rebus,Sarapan,114.0,1.4,9.6,25.6,1.3,"['bahan utama', 'bumbu']","['rebus', 'rendah kalori']",bahan utama bumbu rebus rendah kalori
1318,Ubi Jalar Sayur,Sarapan,184.0,1.4,0.3,22.5,2.2,['sayuran'],"['sayuran', 'rendah lemak', 'rendah kalori']",sayuran sayuran rendah lemak rendah kalori
1319,Ubi jalar tinta/ kemayung,Sarapan,108.0,0.5,0.4,25.6,1.3,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1320,Ubi jalar tinta/ kemayung kukus,Sarapan,165.0,0.9,0.2,39.8,2.0,"['bahan utama', 'bumbu']","['kukus', 'rendah lemak', 'tinggi karbo', 'rendah kalori']",bahan utama bumbu kukus rendah lemak tinggi karbo rendah kalori
1321,Uceng/ bunga melinjo segar,Sarapan,82.0,5.8,1.3,11.7,0.6,"['bahan utama', 'bumbu']","['rendah lemak', 'rendah kalori']",bahan utama bumbu rendah lemak rendah kalori
1322,Udang besar segar,Sarapan,56.0,11.4,0.6,1.2,0.5,"['bumbu', 'udang']","['seafood', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bumbu udang seafood rendah lemak rendah karbo rendah kalori
1323,Udang galah segar,Sarapan,81.0,16.5,0.3,3.0,0.5,"['bumbu', 'udang']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bumbu udang seafood protein tinggi rendah lemak rendah karbo rendah kalori
1324,Udang kering,Sarapan,295.0,62.4,2.3,1.8,0.5,"['bumbu', 'udang']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo']",bumbu udang seafood protein tinggi rendah lemak rendah karbo
1325,Udang kering mentah,Sarapan,278.0,62.6,4.1,2.2,0.5,"['bumbu', 'udang']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo']",bumbu udang seafood protein tinggi rendah lemak rendah karbo
1326,Udang papay mentah,Sarapan,273.0,47.8,3.8,12.5,0.6,"['bumbu', 'udang']","['seafood', 'protein tinggi', 'rendah lemak']",bumbu udang seafood protein tinggi rendah lemak
1327,Udang segar,Sarapan,91.0,21.0,0.2,0.1,0.0,"['bumbu', 'udang']","['seafood', 'protein tinggi', 'rendah lemak', 'rendah karbo', 'rendah kalori']",bumbu udang seafood protein tinggi rendah lemak rendah karbo rendah kalori
